FileName;LOC;Complexity;Depth;Children;Response;Cohesion;Coupling;LambdaCount;LambdaLines;AverageLambdaLines;MaxLambdaLines;LambdaScore;LambdaComplexity;LambdaFieldVariable;HigherOrderFieldVariable;LambdaSideEffect;HigherOrderSideEffect;StreamsCount;TotalStreamOperations;AverageStreamOperations;MaxStreamOperations;ParadigmScore;ParadigmAlternativeScore;PatternMatching;Instanceof;MethodSideEffect;MethodFieldVariable;MethodImpure;MethodRatioSideEffect;MethodRatioFieldVariable;MethodRatioImpure;FieldVariableNonFinal;FieldVariableRatioNonFinal;ComplexLambda;UsesFP
guava\src\com\google\common\base\Function.java;15;1;1;0;2;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\FunctionalEquivalence.java;45;4;2;0;12;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.3333333333333333;0.3333333333333333;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Functions.java;253;13;1;0;53;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.4074074074074074;0.7037037037037037;0;6;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\IgnoreJRERequirement.java;8;1;1;0;0;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\internal\Finalizer.java;146;22;1;0;25;13;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-1.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Internal.java;23;3;1;0;3;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Java8Compatibility.java;22;1;1;0;8;6;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\JdkPattern.java;60;1;2;0;21;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.6363636363636364;0.8181818181818182;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Joiner.java;256;16;1;0;52;231;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.5;0;1;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\MoreObjects.java;200;20;1;1;53;255;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;-0.875;0.0625;0;9;3;4;4;0.1111111111111111;0.14814814814814814;0.14814814814814814;6;0.75;0;0
guava\src\com\google\common\base\NullnessCasts.java;14;1;1;0;1;0;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
guava\src\com\google\common\base\Objects.java;16;3;2;0;4;1;0;0;0;0.0;0;0.0;0;0;0;0;0;0;0;0.0;0;0.0;0.0;0;0;0;0;0;0.0;0.0;0.0;0;0.0;0;0
